id_arc;lstpoints;parent;highway;nomvoie;surface
177524105-1;[4938381831, 11086283242];177524105;footway;;asphalt
177524105-2;[11086283242, 1879458792];177524105;footway;;asphalt
177524105-3;[1879458792, 1879458862, 1879458831, 11086283241];177524105;footway;;asphalt
177524105-4;[11086283241, 1464368283];177524105;footway;;asphalt
177524107;[1879458824, 1879458828, 1879458849, 1879458803, 1879458819];177524107;footway;;
177524109;[1879458852, 7593100785, 7593050984, 7593050983, 7593050982];177524109;service;Parc de Stationnement des Glacis;asphalt
177524113-1;[1879458843, 1879458797, 5746676779, 1879458804, 1879458819];177524113;footway;;asphalt
177524113-2;[1879458819, 1879458847, 1879458809, 5769859710];177524113;footway;;asphalt
177524119-1;[3055027151, 1879458818];177524119;pedestrian;Allée des Tarrides;asphalt
177524119-2;[1879458818, 4938381831];177524119;pedestrian;Allée des Tarrides;asphalt
177524119-3;[4938381831, 2290816470];177524119;pedestrian;Allée des Tarrides;asphalt
177524119-4;[2290816470, 1879458863];177524119;pedestrian;Allée des Tarrides;asphalt
177524121-1;[1806163946, 1879458829, 10757111511, 5746676788, 1888294718];177524121;footway;;concrete
177524121-2;[1888294718, 1879458842, 1888288340];177524121;footway;;concrete
177524122-1;[1879458845, 7593105293, 3585232417];177524122;footway;;
177524122-2;[3585232417, 1888286451];177524122;footway;;
177524123;[1879458827, 6278689891, 1879458818];177524123;footway;;
178361776-1;[4268140546, 5971540419];178361776;pedestrian;Place Bernard de Lacarre;paving_stones
178361776-2;[5971540419, 4268147254];178361776;pedestrian;Place Bernard de Lacarre;paving_stones
178361776-3;[4268147254, 388382302];178361776;pedestrian;Place Bernard de Lacarre;paving_stones
178361778;[848725721, 8870053973];178361778;footway;;asphalt
178482275-1;[1888288340, 1888294709];178482275;footway;;asphalt
178482275-2;[1888294709, 1888288342];178482275;footway;;asphalt
178482275-3;[1888288342, 3914846059];178482275;footway;;asphalt
178482275-4;[3914846059, 3055030534];178482275;footway;;asphalt
178482275-5;[3055030534, 1888288344, 2290816470];178482275;footway;;asphalt
178482275-6;[2290816470, 4321163686];178482275;footway;;asphalt
178482275-7;[4321163686, 2290816467];178482275;footway;;asphalt
178482585-1;[1888294718, 5746676785];178482585;steps;;concrete
178482585-2;[5746676785, 1888294725];178482585;steps;;concrete
178482586-1;[3055030534, 5746676781];178482586;steps;;concrete
178482586-2;[5746676781, 1888294712];178482586;steps;;concrete
178482589-1;[1888294709, 5746676783];178482589;steps;;grass_paver
178482589-2;[5746676783, 1888294722];178482589;steps;;grass_paver
178483178;[1888303662, 1888303671];178483178;footway;;
178483180-1;[6480663693, 1806210367, 1888303650, 1888303666, 1888303632];178483180;footway;;fine_gravel
178483180-2;[1888303632, 9623699568, 9623699567, 9623699566, 9623699565, 9623699564];178483180;footway;;fine_gravel
178483182-1;[1888303638, 1888303633, 6480663694, 1888303632];178483182;footway;;fine_gravel
178483182-2;[1888303632, 1888303622, 1888303681];178483182;footway;;fine_gravel
178483183-1;[6480663688, 1888303662];178483183;footway;;
178483183-2;[1888303662, 9014830004, 6335008528];178483183;footway;;
178483184;[7667113678, 1888303673, 1888303653];178483184;footway;;
178483186-1;[1888303676, 1888303636, 1888303667, 1888303674, 1888303624];178483186;footway;;fine_gravel
178483186-2;[1888303624, 1888303647, 1888303646, 1888303645, 1888303644, 1888303649, 6480661170, 1888303652, 9623699570, 1888303655];178483186;footway;;fine_gravel
178483186-3;[1888303655, 1888303640, 1888303671];178483186;footway;;fine_gravel
178483186-4;[1888303671, 1888303643, 1888303678, 1888303669, 1888303631];178483186;footway;;fine_gravel
178483186-5;[1888303631, 1888303630, 1888303638];178483186;footway;;fine_gravel
178483186-6;[1888303638, 6480661178, 1888303634, 9623699564];178483186;footway;;fine_gravel
178483186-7;[9623699564, 1888303658, 1888303677, 1888303676];178483186;footway;;fine_gravel
178483189-1;[1888303642, 1888303660, 1888303684, 1888303682, 1888303670, 1888303668, 1888303679, 1888303654, 1888303653];178483189;footway;;
178483189-2;[1888303653, 1888303629, 1888303661, 1888303659, 1888303657, 1888303656];178483189;footway;;
178483189-3;[1888303656, 1888303648, 1888303651, 1888303627, 1888303641, 1888303623];178483189;footway;;
178483189-4;[1888303623, 1888303642];178483189;footway;;
178483191;[6480663689, 1888303637, 1888303683, 1888303631];178483191;footway;;
178483192-1;[388189781, 6480663690];178483192;footway;;paving_stones
178483192-2;[6480663690, 3055028742, 1888303656];178483192;footway;;paving_stones
178483193;[1888303662, 9014830003, 1888303623];178483193;footway;;
178486554-1;[1888318079, 3668894640];178486554;service;;
178486554-2;[3668894640, 4109191339, 1888318068];178486554;service;;
178486554-3;[1888318068, 1888318066, 1888318088];178486554;service;;
178486554-4;[1888318088, 1888318085, 1888318083, 8434696333];178486554;service;;
178486554-5;[8434696333, 1888318087, 8434696332, 8434696331];178486554;service;;
178486555;[1888318068, 1888318081];178486555;service;;
178653350-1;[7606600289, 11758865947, 11758865952];178653350;service;;
178653350-2;[11758865952, 11758865945, 4285831139];178653350;service;;
178653350-3;[4285831139, 1890041782];178653350;service;;
178653350-4;[1890041782, 1890041726, 7606600289];178653350;service;;
178654631-1;[6015172761, 6154744073, 1890053023];178654631;unclassified;Rue Vauban;asphalt
178654631-2;[1890053023, 6154744072, 10708960740, 10708960739];178654631;unclassified;Rue Vauban;asphalt
178654631-3;[10708960739, 476450955];178654631;unclassified;Rue Vauban;asphalt
203171841;[1797181387, 7352104708];203171841;residential;Rue Frédéric Bastiat;asphalt
203377953-1;[2133890183, 5480717599, 5484528525, 5763327592];203377953;path;;concrete
203377953-2;[5763327592, 5480717600, 5480717601, 5480717602, 4014806433];203377953;path;;concrete
203377953-3;[4014806433, 5763327591];203377953;path;;concrete
203377953-4;[5763327591, 5484528526, 2133890187, 2133890172];203377953;path;;concrete
203377953-5;[2133890172, 2133890176, 2133890181, 5763327590];203377953;path;;concrete
203377953-6;[5763327590, 5763327580];203377953;path;;concrete
203377953-7;[5763327580, 2133890185, 5484526707, 2133890186, 5484526708, 3642814399, 6290764035, 5480717592, 5763327579];203377953;path;;concrete
203380946-1;[7593012334, 7593012340, 7673188167, 7593012339];203380946;service;Allées Paulmy;
203380946-2;[7593012339, 7593012338, 7593012337];203380946;service;Allées Paulmy;
203380949;[595783555, 2623391535];203380949;tertiary;Avenue de la Légion Tchèque;asphalt
203402383-1;[706302268, 3734832272];203402383;residential;Rue des Lisses;asphalt
203402383-2;[3734832272, 706302259];203402383;residential;Rue des Lisses;asphalt
203402383-3;[706302259, 257607977];203402383;residential;Rue des Lisses;asphalt
211683467;[2216543249, 2216543248];211683467;pedestrian;Passage Sainte-Catherine;asphalt
211683468;[1829852869, 2216543249];211683468;pedestrian;Passage Sainte-Catherine;asphalt
219071772;[2282793947, 3563704693, 2282793946, 6406843644, 2282793945, 2282793943];219071772;service;;
219709465;[2288482707, 2288482709, 5484526676, 2288482713, 5484526683, 2288482725, 5484526682, 2288482726, 5484526681, 2288482727, 5484526680, 2288482728, 5484526679, 2288482730, 5484526678, 2288482732, 2288482735, 2288482736, 2288482739, 2288482743, 5484526677, 11070857173, 2288482744];219709465;path;;
219709466;[2288482741, 2288482740];219709466;steps;;
219709467;[2288482717, 2288482718];219709467;path;;asphalt
219709468-1;[7191486201, 2288482742];219709468;footway;;
219709468-2;[2288482742, 2288482741];219709468;footway;;
219709471;[2288482677, 2288482678, 8669094748, 2288482687, 7191486219];219709471;path;;gravel
219709472-1;[2288482672, 8669094751, 8669094750, 2288482674, 2288482676, 2288482677];219709472;path;;
219709472-2;[2288482677, 2288482685, 2288482698, 2288482703];219709472;path;;
219709472-3;[2288482703, 7191486216, 7191486215, 7191486213];219709472;path;;
219709473;[2288482740, 5484526706, 2288482738, 5484526705, 2288482737, 2288482734, 8669039493, 2288482731, 2288482729, 11070857171, 11070857172, 8669023266, 2288482722];219709473;path;;gravel
219951392;[388189693, 1865914219];219951392;service;Rue Albert 1er;
219951393-1;[6349193177, 2290806513];219951393;footway;;
219951393-2;[2290806513, 1865914219];219951393;footway;;
221503215-1;[1464368272, 6278661328, 6278661324];221503215;pedestrian;Allée de la Poterne;asphalt
221503215-2;[6278661324, 6278661329, 2305313135];221503215;pedestrian;Allée de la Poterne;asphalt
227628624;[6930121452, 1806155813];227628624;unclassified;Avenue Maréchal de Lautrec;wood
227649016;[1837681174, 255400613, 5494546547, 1801329757, 269248038];227649016;tertiary;Rue des Lisses;asphalt
227649018-1;[863010638, 4133986420, 862913085, 863067331, 4133986412, 862929205, 11378188461];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-2;[11378188461, 10929143689, 10929143683];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-3;[10929143683, 2441501506, 388386031];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-4;[388386031, 862983290, 862918782, 4868366899];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-5;[4868366899, 863096787, 863128587, 862935847, 863086916, 862886711, 863057056, 862996870, 863017793, 863022420, 862905315, 863083926, 862949688, 862957877, 862906160, 862907754, 862893491, 863076543, 863044099, 863075020, 862890018, 862903671, 863072466, 862901843, 862904293, 863032152, 863126621, 862944089, 863092803, 862904736, 862935349, 863080576, 863123402, 863040711, 862904470, 862986602, 862891977, 862973878, 863007195, 863032318, 862889544, 862931428, 863055632, 862908223, 862957270, 862947191, 862919887, 863083936, 863116395, 863080058, 10929128604];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-6;[10929128604, 863051480, 10929144605];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-7;[10929144605, 862916369, 10929143694, 10929143675];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-8;[10929143675, 863112109, 863049693, 863094195, 4133986415, 862911322, 4133986414, 863045927, 4133986413, 269247892];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-9;[269247892, 10929143692, 4133986429, 862888704, 4133986428, 862966091, 4133986427, 862958765, 10929143674];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-10;[10929143674, 862918468, 11362914980, 4133986426, 862896968, 4133986425, 863086149, 863075472, 4133986424, 862886375, 10929143690];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649018-11;[10929143690, 863010638];227649018;pedestrian;Place Louis Pasteur;paving_stones
227649021;[2305313135, 2305313136, 1236256612];227649021;service;;asphalt
227649022;[1829823617, 255402215];227649022;pedestrian;Place des Cinq Cantons;paving_stones
227649023;[10929143691, 862896785, 10929143693, 388382293];227649023;pedestrian;Place Louis Pasteur;paving_stones
227649024;[388382241, 8254499981];227649024;living_street;Rue Adolphe Thiers;concrete:plates
227649025-1;[7593050974, 1806155786, 1806155814, 6278661334, 1806155820];227649025;residential;Allée de la Poterne;asphalt
227649025-2;[1806155820, 6278661333, 1806155791, 1806155821, 6278661332, 1806155809];227649025;residential;Allée de la Poterne;asphalt
227649025-3;[1806155809, 6278661331, 1806155806, 6278661330, 2305313135];227649025;residential;Allée de la Poterne;asphalt
227649026;[7629117096, 1797141973, 2436291977, 1797141974];227649026;residential;Boulevard du Rempart Lachepaillet;asphalt
227649027-1;[1879458863, 1887243234];227649027;residential;Avenue du 11 Novembre 1918;asphalt
227649027-2;[1887243234, 388382249];227649027;residential;Avenue du 11 Novembre 1918;asphalt
227649027-3;[388382249, 8241007442, 7667114997, 5637083863];227649027;residential;Avenue du 11 Novembre 1918;asphalt
227649029;[388382470, 1797148277, 7593276258, 1827160769];227649029;tertiary;Avenue de Pampelune;asphalt
227649030-1;[1829826279, 1829826282];227649030;pedestrian;Place des Cinq Cantons;paving_stones
227649030-2;[1829826282, 1829823617];227649030;pedestrian;Place des Cinq Cantons;paving_stones
227649031;[10929143691, 269247895];227649031;pedestrian;Place Louis Pasteur;sett
227649032;[1806163908, 1464368283];227649032;footway;Allée de la Poterne;asphalt
227649033-1;[2436291968, 4868369144, 4868369143, 1797148279, 1797148281];227649033;tertiary;Avenue de Pampelune;asphalt
227649033-2;[1797148281, 388382470];227649033;tertiary;Avenue de Pampelune;asphalt
234860399;[3513549749, 254920705];234860399;residential;Pont Marengo;asphalt
235576774;[2436291970, 255400676];235576774;pedestrian;Place de la Porte d'Espagne;
235576775-1;[2436291970, 863084298, 862954948, 7531432461, 863009549, 3668881525];235576775;pedestrian;Place de la Porte d'Espagne;sett
235576775-2;[3668881525, 862946502, 863029437, 862916259, 862937242];235576775;pedestrian;Place de la Porte d'Espagne;sett
235576775-3;[862937242, 2436291970];235576775;pedestrian;Place de la Porte d'Espagne;sett
235576777;[2436291984, 2436291985];235576777;steps;;asphalt
235576779-1;[2436291973, 5484506320];235576779;footway;;paving_stones
235576779-2;[5484506320, 2436291971];235576779;footway;;paving_stones
235576780;[2436291989, 2436291992];235576780;steps;;asphalt
235576781;[2436291986, 2436291991];235576781;footway;;concrete
235576782;[2436291978, 2436291973];235576782;steps;;paving_stones
235576783-1;[2436291985, 2436291986];235576783;footway;;concrete
235576783-2;[2436291986, 2436291989];235576783;footway;;concrete
235576784-1;[2436291997, 2436291996, 2436291994, 2436291991];235576784;footway;;paving_stones
235576784-2;[2436291991, 2436291988, 2436291981, 2436291978];235576784;footway;;paving_stones
235576784-3;[2436291978, 5484532022, 5484532021, 5484506320];235576784;footway;;paving_stones
236048366;[2441233897, 10929206791, 10929206790];236048366;footway;;asphalt
236048368-1;[2441233892, 2441233894];236048368;footway;;paved
236048368-2;[2441233894, 4868223483];236048368;footway;;paved
236080626-1;[2441501518, 3513549746];236080626;residential;Place Monseigneur Vansteenberghe;paving_stones
236080626-2;[3513549746, 6583692162, 3513549747];236080626;residential;Place Monseigneur Vansteenberghe;paving_stones
236080626-3;[3513549747, 4868366903];236080626;residential;Place Monseigneur Vansteenberghe;paving_stones
236080627;[388382293, 2441501535, 2441501524];236080627;pedestrian;Place Louis Pasteur;paving_stones
236080628-1;[388386031, 7930570161];236080628;pedestrian;Place Louis Pasteur;asphalt
236080628-2;[7930570161, 7565795340, 2441501511, 7565795339, 10929143676];236080628;pedestrian;Place Louis Pasteur;asphalt
236080628-3;[10929143676, 2441501522, 7565795338, 2441627780];236080628;pedestrian;Place Louis Pasteur;asphalt
236080628-4;[2441627780, 4109357223, 8231883871, 7565795337, 2441501524];236080628;pedestrian;Place Louis Pasteur;asphalt
236080629;[388382337, 6583692161, 2441501518];236080629;residential;Rue des Prébendés;sett
236097597;[2441623418, 2441623416, 2441623409, 2441623407];236097597;service;;asphalt
236097598-1;[863078270, 863087507, 863023224, 1804851569];236097598;pedestrian;Place de la République;concrete
236097598-2;[1804851569, 863012542, 3150311569, 863128737, 2441623381];236097598;pedestrian;Place de la République;concrete
236097598-3;[2441623381, 862897232, 863067527, 6326879701, 9048551373];236097598;pedestrian;Place de la République;concrete
236097598-4;[9048551373, 862953251, 3513549751];236097598;pedestrian;Place de la République;concrete
236097598-5;[3513549751, 3513549752];236097598;pedestrian;Place de la République;concrete
236097598-6;[3513549752, 2441623385, 9676914065];236097598;pedestrian;Place de la République;concrete
236097598-7;[9676914065, 8437469839];236097598;pedestrian;Place de la République;concrete
236097598-8;[8437469839, 10117225147, 10117225146];236097598;pedestrian;Place de la République;concrete
236097598-9;[10117225146, 8437469841, 8437469840];236097598;pedestrian;Place de la République;concrete
236097598-10;[8437469840, 863078270];236097598;pedestrian;Place de la République;concrete
236097599-1;[3513549752, 9676914060];236097599;pedestrian;Place de la République;paving_stones
236097599-2;[9676914060, 3150311585];236097599;pedestrian;Place de la République;paving_stones
236097599-3;[3150311585, 2441623390];236097599;pedestrian;Place de la République;paving_stones
236097599-4;[2441623390, 2441623389];236097599;pedestrian;Place de la République;paving_stones
236097600-1;[3150311586, 1804851569];236097600;residential;Place de la République;asphalt
236097600-2;[1804851569, 2441623389];236097600;residential;Place de la République;asphalt
236097600-3;[2441623389, 2441623386];236097600;residential;Place de la République;asphalt
236097601;[2441623457, 4867744968, 4867744967, 2441623447];236097601;residential;Rue Sainte-Ursule;asphalt
236097604;[2441623394, 2441623396];236097604;service;;paved
236097605;[2441623435, 751512613];236097605;service;;asphalt
242794575-1;[862960725, 4231708811, 2502504417];242794575;pedestrian;Place des Cinq Cantons;paving_stones
242794575-2;[2502504417, 862973401, 2502504416];242794575;pedestrian;Place des Cinq Cantons;paving_stones
242794575-3;[2502504416, 863123393, 862978098, 862963365, 862996409, 863032893, 2502504415];242794575;pedestrian;Place des Cinq Cantons;paving_stones
242794575-4;[2502504415, 863056803, 862910185, 2502504413];242794575;pedestrian;Place des Cinq Cantons;paving_stones
242794575-5;[2502504413, 862936346, 1887242755, 2502504414];242794575;pedestrian;Place des Cinq Cantons;paving_stones
242794575-6;[2502504414, 862960725];242794575;pedestrian;Place des Cinq Cantons;paving_stones
242794576;[255402215, 1829826279];242794576;pedestrian;Place des Cinq Cantons;paving_stones
255466350;[2611523786, 2611523787, 2611523788, 2611523789, 2611523790, 2611523792, 2611523794, 2611523801, 2611523807, 2611523811, 2611523816, 2611523819, 7606578902, 2611523823, 2611523825, 2611523827, 2779737062, 1464368283];255466350;path;Allée Catherine de Bourbon;ground
255466351;[2611523777, 5480525921, 2611523781];255466351;service;;asphalt
255466352;[2611523776, 2611523779];255466352;service;;asphalt
255466354;[1806155780, 4868369136, 2611523782, 2611523784, 2611523785, 2611523783];255466354;service;;asphalt
255466355;[1806155795, 2611523796, 2611523803, 2611523809, 2611523815, 2611523817, 2611523821, 1806155809];255466355;path;;
255466356-1;[2611523783, 2611523781];255466356;service;;asphalt
255466356-2;[2611523781, 2611523779];255466356;service;;asphalt
255466356-3;[2611523779, 2611523778, 2611523775, 2611523776];255466356;service;;asphalt
255466356-4;[2611523776, 10596273526];255466356;service;;asphalt
255466356-5;[10596273526, 2611523777];255466356;service;;asphalt
255466356-6;[2611523777, 5480525923, 5480525924, 2611523783];255466356;service;;asphalt
276474778-1;[254935068, 8227562870, 6212829708, 1797271540];276474778;residential;Boulevard Jean d'Amou;asphalt
276474778-2;[1797271540, 270960148];276474778;residential;Boulevard Jean d'Amou;asphalt
276474778-3;[270960148, 6490858875];276474778;residential;Boulevard Jean d'Amou;asphalt
276474778-4;[6490858875, 5464276910, 254935071, 8114407787];276474778;residential;Boulevard Jean d'Amou;asphalt
276474778-5;[8114407787, 4281786399, 254935072];276474778;residential;Boulevard Jean d'Amou;asphalt
276474778-6;[254935072, 6859139143, 11684361992, 6079069103];276474778;residential;Boulevard Jean d'Amou;asphalt
276474778-7;[6079069103, 6924421102];276474778;residential;Boulevard Jean d'Amou;asphalt
276474778-8;[6924421102, 5464276911, 254934857];276474778;residential;Boulevard Jean d'Amou;asphalt
301448239-1;[3055034765, 5484289589];301448239;pedestrian;Placette Justin Bourdaa;
301448239-2;[5484289589, 5484289613, 5484289612, 5484289615];301448239;pedestrian;Placette Justin Bourdaa;
301448239-3;[5484289615, 5484289611, 5484289609, 5484289608, 3055034765];301448239;pedestrian;Placette Justin Bourdaa;
304201650-1;[1806163926, 388382481];304201650;footway;;asphalt
304201650-2;[388382481, 1829826277];304201650;footway;;asphalt
309692283-1;[1829846415, 4868225028, 4868225027, 7003817711, 1829846395];309692283;residential;Quai Amiral Bergeret;asphalt
309692283-2;[1829846395, 5480717589, 1829846399, 6079123581, 10180904252];309692283;residential;Quai Amiral Bergeret;asphalt
309692283-3;[10180904252, 1829846401, 1829846429, 1829846403, 1829836638];309692283;residential;Quai Amiral Bergeret;asphalt
309692284;[254934188, 3150254911, 3150254916, 6290776023, 254934189];309692284;residential;Rue Aristide Briand;asphalt
309692285;[254933310, 717860603];309692285;residential;Rue Brigadier Muscar;asphalt
309692286-1;[254933013, 3150254908, 3150254913, 364416057];309692286;residential;Rue Général Bourbaki;asphalt
309692286-2;[364416057, 3150254914, 1830766532];309692286;residential;Rue Général Bourbaki;asphalt
309692286-3;[1830766532, 364416075];309692286;residential;Rue Général Bourbaki;asphalt
309692286-4;[364416075, 8228268427, 6753609082, 254951318];309692286;residential;Rue Général Bourbaki;asphalt
309692287-1;[255322428, 4868225031, 4868225033, 2388636970, 577898260];309692287;residential;Rue de l'Esté;asphalt
309692287-2;[577898260, 3150254912, 4868225029, 1829846395];309692287;residential;Rue de l'Esté;asphalt
309692288;[8118376334, 8118376331, 255322838];309692288;residential;Place de la République;
309692289;[3150254925, 3150254928, 8118376334];309692289;service;;asphalt
309698473;[7003820156, 7003875548, 254934853];309698473;residential;Place de la République;asphalt
309698474;[2441623381, 2441623384];309698474;pedestrian;Quai Amiral Antoine Sala;asphalt
309698476-1;[1829846427, 1829852869];309698476;pedestrian;Rue Sainte-Catherine;asphalt
309698476-2;[1829852869, 1829852865];309698476;pedestrian;Rue Sainte-Catherine;asphalt
309698476-3;[1829852865, 254934854];309698476;pedestrian;Rue Sainte-Catherine;asphalt
309698476-4;[254934854, 5464276923, 254934855, 5464276922, 254934856, 5464276921, 6924421103];309698476;pedestrian;Rue Sainte-Catherine;asphalt
309698477-1;[10117225145, 10117225146];309698477;footway;;asphalt
309698477-2;[10117225146, 7945914722];309698477;footway;;asphalt
309698477-3;[7945914722, 10117225139];309698477;footway;;asphalt
309698477-4;[10117225139, 10117225129];309698477;footway;;asphalt
309698477-5;[10117225129, 10117225130];309698477;footway;;asphalt
309698477-6;[10117225130, 5992472297];309698477;footway;;asphalt
309698477-7;[5992472297, 10117225142, 5992472296, 2441623390];309698477;footway;;asphalt
318376781;[3247798523, 3247798525, 3247798524, 3247798517, 3247798507, 3247798518, 3247798516, 3247798510, 3247798511, 3247798513, 3247798515, 3247798528];318376781;service;;
318376782-1;[3247798529, 4323230133, 5639532660];318376782;service;;asphalt
318376782-2;[5639532660, 3247798521, 3247798514, 3247798512, 3247798527, 3247798523];318376782;service;;asphalt
318376782-3;[3247798523, 3247798522, 3247798508, 3247798520, 3247798519, 3247798526];318376782;service;;asphalt
329359514-1;[11283173241, 6285629105];329359514;pedestrian;Quai Amiral Bergeret;asphalt
329359514-2;[6285629105, 4085294991, 8118376344];329359514;pedestrian;Quai Amiral Bergeret;asphalt
329359514-3;[8118376344, 3362291617];329359514;pedestrian;Quai Amiral Bergeret;asphalt
329861597-1;[2441623447, 8818098133, 2441623442];329861597;residential;Quai de Lesseps;asphalt
329861597-2;[2441623442, 751512669];329861597;residential;Quai de Lesseps;asphalt
329861597-3;[751512669, 2441623419];329861597;residential;Quai de Lesseps;asphalt
329861597-4;[2441623419, 751512598];329861597;residential;Quai de Lesseps;asphalt
329861597-5;[751512598, 2441623400, 751512672];329861597;residential;Quai de Lesseps;asphalt
334518304;[3415990293, 7602110406, 942115343, 942115345, 7602110407];334518304;residential;Rue du Foirail;asphalt
338451953-1;[3455324232, 3658636786, 3658634696];338451953;cycleway;;
338451953-2;[3658634696, 5480072155, 10180877507];338451953;cycleway;;
338451953-3;[10180877507, 3658634697, 5480072153];338451953;cycleway;;
338451953-4;[5480072153, 3658634699];338451953;cycleway;;
338451953-5;[3658634699, 5480072152, 10180877505];338451953;cycleway;;
338451953-6;[10180877505, 3658634698, 5480072150];338451953;cycleway;;
338451953-7;[5480072150, 3658634695];338451953;cycleway;;
338451953-8;[3658634695, 5480072149];338451953;cycleway;;
344604936;[388487692, 3513549749];344604936;residential;Pont Marengo;asphalt
350624185-1;[3563710441, 8792418553, 11070615669];350624185;unclassified;Avenue Maréchal de Lautrec;asphalt
350624185-2;[11070615669, 7593196343, 1806155816, 7593213496];350624185;unclassified;Avenue Maréchal de Lautrec;asphalt
350624187;[3563710436, 7593196344, 7593196347, 7593196345, 3563710442, 8792418551];350624187;service;;
350624188-1;[7593196342, 4014827255];350624188;living_street;;
350624188-2;[4014827255, 7593050972, 7593050973, 3563710434, 3563710447];350624188;living_street;;
350624250-1;[3563710436, 3563712194, 4014827258];350624250;service;;
350624250-2;[4014827258, 7593196350, 3563712193, 7593196349, 7593050971, 4014836499];350624250;service;;
352267677-1;[706198591, 6015172987, 595783492, 705032452, 1796016016, 1796016006, 1796016004, 5639532656, 595783495, 595783496, 5810152947, 595783497, 5702304694];352267677;tertiary;Avenue de Marhum;asphalt
352267677-2;[5702304694, 595783498, 3660030318];352267677;tertiary;Avenue de Marhum;asphalt
352267677-3;[3660030318, 595783499, 4014837967];352267677;tertiary;Avenue de Marhum;asphalt
352268459;[3580226494, 3580226493];352268459;residential;Rue de la Caserne des Douanes;
352268623-1;[706302504, 4271454609];352268623;tertiary;Rue de Ravignan;concrete
352268623-2;[4271454609, 706302503];352268623;tertiary;Rue de Ravignan;concrete
352268623-3;[706302503, 4271454601];352268623;tertiary;Rue de Ravignan;concrete
352268623-4;[4271454601, 5672585506, 6290764019, 269248041, 6290764018, 711707583];352268623;tertiary;Rue de Ravignan;concrete
352268623-5;[711707583, 6290764017];352268623;tertiary;Rue de Ravignan;concrete
352269417;[4117139168, 9573469335, 10760443727, 3580236321, 3580236326, 3580236323, 3580236324, 3580236329, 3580236322, 5484528522, 3580236328, 5484528523, 4117156040];352269417;residential;Allée Porteteny;
352750833;[3585232418, 3585232416];352750833;steps;;
352750834;[1879458808, 3585232418];352750834;footway;;
352750835;[3585232416, 3585232417];352750835;footway;;
354944151-1;[7593287802, 7667063060, 10055688304];354944151;path;;paved
354944151-2;[10055688304, 7593287800];354944151;path;;paved
354944151-3;[7593287800, 3605927461];354944151;path;;paved
354944151-4;[3605927461, 7670993568];354944151;path;;paved
354944151-5;[7670993568, 7670993566];354944151;path;;paved
354944151-6;[7670993566, 7670993573];354944151;path;;paved
354944151-7;[7670993573, 3660030317, 7593287794];354944151;path;;paved
354944151-8;[7593287794, 3660030318];354944151;path;;paved
354944153-1;[3605927466, 4014831784, 7593120815, 4014831786];354944153;tertiary;;asphalt
354944153-2;[4014831786, 7593120810];354944153;tertiary;;asphalt
354944153-3;[7593120810, 7593120814, 3605927467];354944153;tertiary;;asphalt
360608807-1;[704989010, 7040731320, 7040731318, 7040731319, 7040731317, 3580226493];360608807;unclassified;Avenue Maurice Goalard;asphalt
360608807-2;[3580226493, 10708960722, 3732013421, 704989001];360608807;unclassified;Avenue Maurice Goalard;asphalt
360758510;[3653092001, 8995542263, 4868225036, 3653092000];360758510;residential;Rue Ulysse Darracq;asphalt
360758512;[255322428, 4868225034, 10702872566];360758512;secondary;Boulevard Alsace-Lorraine;asphalt
360781873;[1829836630, 3055063751, 1829836652];360781873;residential;Quai Amiral Bergeret;
361380102;[5480072150, 3658634699];361380102;steps;;
361380314;[10180877519, 6256074797, 6256074798, 3455390036, 6256074799, 3455390040, 3488805794, 6256074800, 4319163697, 3455390038, 5480137269, 6256074801, 3488805793, 5480137270, 5480072145];361380314;cycleway;Pont Charles Vaillant;
361554059;[3563697928, 9573469347, 3563697926, 3563697927, 1797215397];361554059;footway;;asphalt
362615767;[3668881525, 3668881327];362615767;footway;;
362616109-1;[3668883570, 11302099125, 10296967730];362616109;footway;;paving_stones
362616109-2;[10296967730, 4868366902];362616109;footway;;paving_stones
362616110;[3668883568, 3668883572];362616110;steps;;
362616111;[3668883568, 3668883569];362616111;footway;Square Chanoine Dubarat;
362616112-1;[3668883570, 10296967728];362616112;steps;Square Chanoine Dubarat;
362616112-2;[10296967728, 3668883569];362616112;steps;Square Chanoine Dubarat;
362616446-1;[3668883568, 3668892461];362616446;footway;Square Chanoine Dubarat;
362616446-2;[3668892461, 3668892460, 3668883569];362616446;footway;Square Chanoine Dubarat;
362617768-1;[3668894640, 5643202179];362617768;footway;;compacted
362617768-2;[5643202179, 3668894645, 3732064424];362617768;footway;;compacted
362618867-1;[3914844127, 3914846154, 3914846153];362618867;path;;
362618867-2;[3914846153, 7670991430];362618867;path;;
362618867-3;[7670991430, 3668904711];362618867;path;;
364633955-1;[1797148172, 1797148184, 5494546566, 718368644];364633955;primary_link;Avenue Chanoine Jean Lamarque;
